Education;Income;Recency;Wines;Fruits;Meat;Fish;Sweets;Gold;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Response;Age;Customer_for;Spent;Dependents;Partner;TotalAcceptedCmp;TotalPurchases
Graduate;62159.0;68;182.0;17.0;259.0;77.0;70.0;29.0;1;6;2;10;4;0;0;0;0;0;0;0;68;7;634.0;0;0;0;18
Undergraduate;80695.0;85;557.0;129.0;984.0;193.0;37.0;18.0;1;5;8;5;2;0;0;0;0;0;0;0;51;11;1918.0;0;0;0;18
Graduate;33316.0;34;79.0;1.0;31.0;4.0;4.0;12.0;3;2;1;4;6;0;0;0;0;0;0;0;43;20;131.0;2;0;0;7
Undergraduate;58554.0;55;368.0;24.0;68.0;38.0;0.0;88.0;6;8;2;6;7;0;0;0;0;0;0;0;46;26;586.0;2;1;0;16
Basic;17256.0;10;6.0;4.0;14.0;8.0;8.0;22.0;2;2;1;2;8;1;0;0;0;0;0;0;22;12;62.0;1;1;1;5
Undergraduate;53034.0;30;160.0;15.0;196.0;15.0;11.0;50.0;8;6;1;7;8;0;0;0;0;0;0;0;40;18;447.0;2;0;0;14
Undergraduate;52203.0;36;488.0;21.0;238.0;56.0;108.0;28.0;1;8;7;11;6;0;0;0;0;0;0;0;64;28;939.0;0;1;0;26
Undergraduate;59601.0;14;691.0;7.0;69.0;0.0;7.0;23.0;4;2;2;7;8;0;1;0;0;0;0;0;37;16;797.0;1;0;1;11
Graduate;75154.0;79;543.0;10.0;205.0;160.0;143.0;82.0;1;6;3;6;3;0;0;0;0;0;0;1;56;32;1143.0;1;0;0;15
Undergraduate;47025.0;52;254.0;7.0;108.0;20.0;0.0;26.0;3;6;3;5;6;0;0;0;0;0;0;0;38;17;415.0;1;0;0;14
Undergraduate;37971.0;97;5.0;4.0;10.0;2.0;2.0;7.0;1;1;0;3;8;0;0;0;0;0;0;0;41;12;30.0;1;1;0;4
Graduate;41335.0;24;112.0;19.0;21.0;16.0;14.0;5.0;3;4;1;4;7;0;0;0;0;0;0;0;46;11;187.0;1;0;0;9
Undergraduate;67267.0;0;134.0;11.0;59.0;15.0;2.0;30.0;1;3;2;5;2;0;0;0;0;0;0;0;56;6;251.0;1;1;0;10
Undergraduate;57338.0;96;143.0;6.0;52.0;11.0;8.0;17.0;2;4;1;5;5;0;0;0;0;0;0;0;39;7;237.0;1;0;0;10
Undergraduate;50523.0;89;51.0;4.0;24.0;4.0;7.0;1.0;2;2;0;4;6;0;0;0;0;0;0;0;54;11;91.0;2;1;0;6
Graduate;35791.0;94;27.0;0.0;5.0;0.0;0.0;3.0;2;1;0;3;8;0;0;0;0;0;0;0;49;18;35.0;3;0;0;4
Graduate;50611.0;98;459.0;0.0;24.0;6.0;0.0;4.0;6;4;5;7;6;0;1;0;0;0;0;0;54;32;493.0;1;0;1;16
Graduate;56242.0;72;689.0;8.0;167.0;11.0;8.0;88.0;5;8;4;11;6;0;0;0;0;0;0;0;45;21;971.0;1;1;0;23
Undergraduate;48904.0;1;283.0;10.0;38.0;0.0;13.0;27.0;4;7;2;4;8;0;0;0;0;0;0;0;54;34;371.0;1;0;0;13
Undergraduate;56243.0;26;347.0;0.0;35.0;4.0;3.0;7.0;6;4;2;8;5;0;0;0;0;0;0;0;39;11;396.0;3;0;0;14
Undergraduate;21355.0;5;5.0;13.0;14.0;0.0;5.0;31.0;2;2;1;2;6;1;0;0;0;0;0;1;29;15;68.0;1;1;1;5
Graduate;57420.0;22;280.0;0.0;18.0;0.0;0.0;24.0;3;5;1;6;7;0;1;0;0;0;0;0;43;17;322.0;1;1;1;12
Graduate;46390.0;56;95.0;14.0;64.0;2.0;9.0;38.0;1;4;2;3;7;0;0;0;0;0;0;0;59;7;222.0;1;0;0;9
Undergraduate;54342.0;74;84.0;10.0;34.0;11.0;10.0;28.0;4;3;1;4;6;0;0;0;0;0;0;0;58;21;177.0;2;1;0;8
Undergraduate;20895.0;24;18.0;3.0;17.0;3.0;0.0;4.0;1;2;0;3;9;0;0;0;0;0;0;0;41;30;45.0;1;1;0;5
Undergraduate;92344.0;9;992.0;24.0;694.0;51.0;19.0;119.0;0;5;10;5;1;1;0;1;0;0;0;0;66;10;1899.0;0;1;2;20
Undergraduate;26907.0;10;9.0;1.0;7.0;0.0;3.0;2.0;2;1;0;3;7;0;0;0;0;0;0;0;38;15;22.0;2;1;0;4
Undergraduate;44964.0;35;19.0;1.0;17.0;2.0;0.0;2.0;1;1;0;3;8;0;0;0;0;0;0;0;34;24;41.0;2;1;0;4
Undergraduate;75507.0;56;709.0;93.0;374.0;104.0;80.0;80.0;1;8;6;6;3;0;0;0;0;0;0;0;35;10;1440.0;0;1;0;20
Graduate;53761.0;7;158.0;0.0;76.0;13.0;7.0;71.0;6;4;4;3;5;0;0;0;0;0;0;0;42;13;325.0;2;1;0;11
Undergraduate;22682.0;51;10.0;14.0;29.0;4.0;2.0;36.0;3;2;1;4;4;0;0;0;0;0;0;0;41;21;95.0;1;1;0;7
Graduate;38887.0;17;25.0;1.0;13.0;0.0;0.0;3.0;1;1;0;3;7;0;0;0;0;0;0;0;42;10;42.0;1;1;0;4
Undergraduate;41658.0;30;8.0;4.0;12.0;15.0;4.0;29.0;2;1;1;2;4;0;0;0;0;0;0;0;39;27;72.0;2;0;0;4
Graduate;29791.0;21;14.0;0.0;6.0;0.0;0.0;0.0;2;2;0;3;5;0;0;0;0;0;0;0;42;6;20.0;1;1;0;5
Graduate;63915.0;2;622.0;7.0;115.0;30.0;0.0;15.0;2;6;3;12;5;0;0;0;0;0;0;0;58;16;789.0;2;1;0;21
Undergraduate;39996.0;85;11.0;0.0;3.0;0.0;0.0;1.0;1;1;0;2;6;0;0;0;0;0;0;0;40;6;15.0;2;0;0;3
Undergraduate;26759.0;65;25.0;3.0;16.0;8.0;5.0;2.0;2;2;1;3;6;0;0;0;0;0;0;0;42;5;59.0;1;0;0;6
Graduate;63841.0;64;635.0;15.0;100.0;20.0;7.0;131.0;1;9;3;9;6;0;0;0;0;0;0;0;46;19;908.0;1;0;0;21
Graduate;51039.0;11;100.0;64.0;79.0;65.0;0.0;109.0;2;6;2;4;7;0;0;0;0;0;0;0;45;26;417.0;2;1;0;12
Undergraduate;60544.0;92;201.0;2.0;43.0;3.0;5.0;35.0;4;5;1;5;6;0;0;0;0;0;0;0;53;27;289.0;2;1;0;11
Undergraduate;65685.0;54;642.0;14.0;49.0;0.0;7.0;57.0;1;9;2;9;5;0;0;0;0;0;0;0;42;8;769.0;1;1;0;20
Undergraduate;37716.0;4;97.0;1.0;41.0;6.0;2.0;41.0;2;4;1;3;7;0;0;0;0;0;0;0;61;7;188.0;1;1;0;8
Undergraduate;36864.0;53;204.0;5.0;39.0;17.0;0.0;89.0;3;5;2;4;8;0;0;0;0;0;0;1;57;28;354.0;1;0;0;11
Graduate;44511.0;39;513.0;7.0;133.0;46.0;14.0;14.0;6;8;4;8;8;0;0;0;0;0;0;0;44;24;727.0;1;1;0;20
Graduate;36947.0;49;88.0;3.0;21.0;4.0;1.0;29.0;4;3;0;4;9;0;0;0;0;0;0;0;47;29;146.0;2;1;0;7
Graduate;47352.0;70;172.0;12.0;112.0;8.0;0.0;15.0;4;6;1;5;7;0;0;0;0;0;0;0;63;13;319.0;1;1;0;12
Graduate;67087.0;40;329.0;35.0;222.0;130.0;35.0;43.0;2;7;5;8;4;0;0;0;0;0;0;0;61;11;794.0;1;1;0;20
Undergraduate;57045.0;40;296.0;13.0;104.0;11.0;13.0;17.0;3;4;2;9;3;0;0;0;0;0;0;0;64;28;454.0;1;1;0;15
Graduate;36957.0;43;100.0;2.0;16.0;2.0;1.0;31.0;4;3;2;2;9;0;0;0;0;0;0;1;61;30;152.0;2;0;0;7
Graduate;69389.0;17;422.0;7.0;238.0;69.0;46.0;15.0;1;7;2;12;4;0;0;0;0;0;0;0;37;26;797.0;1;1;0;21
Undergraduate;80134.0;40;1218.0;16.0;272.0;104.0;0.0;80.0;2;5;3;6;6;0;1;1;1;0;0;1;42;18;1690.0;1;1;3;14
Graduate;43142.0;84;5.0;1.0;7.0;2.0;1.0;4.0;1;1;0;2;7;0;0;0;0;0;0;0;45;9;20.0;2;1;0;3
Undergraduate;80589.0;25;507.0;93.0;520.0;242.0;40.0;26.0;1;5;10;5;1;0;0;0;1;0;0;1;70;10;1428.0;0;1;1;20
Undergraduate;34412.0;62;52.0;12.0;50.0;4.0;36.0;55.0;3;5;0;3;9;0;0;0;0;0;0;0;24;22;209.0;1;0;0;8
Undergraduate;57537.0;83;191.0;56.0;139.0;51.0;8.0;100.0;4;4;3;8;4;0;0;0;0;0;0;0;35;14;545.0;1;0;0;15
Basic;22634.0;47;2.0;23.0;11.0;8.0;6.0;46.0;1;2;1;2;8;0;0;0;0;0;0;0;48;22;96.0;0;1;0;5
Undergraduate;51315.0;45;68.0;28.0;39.0;16.0;30.0;41.0;1;2;2;5;2;0;0;0;0;0;0;0;66;9;222.0;0;1;0;9
Undergraduate;36026.0;34;20.0;4.0;10.0;6.0;4.0;17.0;2;2;0;3;6;0;0;0;0;0;0;0;42;8;61.0;3;1;0;5
Undergraduate;24639.0;3;20.0;3.0;16.0;0.0;4.0;1.0;3;2;0;4;6;0;0;0;0;0;0;0;41;10;44.0;2;1;0;6
Graduate;34578.0;1;7.0;0.0;1.0;0.0;0.0;0.0;1;1;0;2;6;0;0;0;0;0;0;0;42;1;8.0;3;1;0;3
Undergraduate;65704.0;18;279.0;172.0;74.0;38.0;8.0;246.0;1;2;10;10;1;0;0;0;0;0;0;0;42;13;817.0;0;0;0;22
Undergraduate;63810.0;45;977.0;12.0;253.0;16.0;12.0;101.0;4;4;3;12;8;0;1;0;0;0;0;0;48;25;1371.0;1;0;1;19
Graduate;54132.0;81;30.0;1.0;8.0;0.0;0.0;3.0;1;1;0;3;7;0;0;0;0;0;0;0;45;9;42.0;1;1;0;4
Undergraduate;18690.0;77;6.0;1.0;7.0;23.0;4.0;19.0;1;1;1;2;8;0;0;0;0;0;0;0;55;23;60.0;0;1;0;4
Undergraduate;28164.0;23;3.0;18.0;26.0;11.0;8.0;12.0;3;2;0;4;7;0;0;0;0;0;0;0;44;20;78.0;1;1;0;6
Graduate;34596.0;48;14.0;0.0;2.0;0.0;0.0;7.0;1;1;0;2;8;0;0;0;0;0;0;0;40;20;23.0;1;1;0;3
Graduate;43269.0;61;10.0;1.0;7.0;0.0;0.0;1.0;1;1;0;2;8;0;0;0;0;0;0;0;42;14;19.0;1;1;0;3
Undergraduate;38741.0;60;7.0;10.0;17.0;8.0;6.0;13.0;2;2;0;3;7;0;0;0;0;0;0;0;56;8;61.0;2;0;0;5
Undergraduate;31907.0;75;33.0;87.0;64.0;175.0;16.0;74.0;1;6;1;6;7;0;0;0;0;0;0;0;42;20;449.0;0;0;0;13
Graduate;27100.0;64;12.0;0.0;13.0;2.0;0.0;10.0;1;1;0;3;7;0;0;0;0;0;0;0;31;19;37.0;1;1;0;4
Undergraduate;31163.0;54;2.0;3.0;10.0;11.0;2.0;10.0;1;1;0;3;6;0;0;0;0;0;0;0;41;9;38.0;1;0;0;4
Undergraduate;92533.0;84;693.0;21.0;118.0;110.0;147.0;42.0;1;6;5;11;2;0;0;1;1;0;0;0;29;11;1131.0;0;1;2;22
Undergraduate;34853.0;75;9.0;3.0;15.0;2.0;3.0;2.0;2;2;0;3;6;0;0;0;0;0;0;0;41;11;34.0;2;0;0;5
Undergraduate;70844.0;16;129.0;26.0;67.0;3.0;67.0;2.0;5;6;1;5;7;0;0;0;0;0;0;0;47;13;294.0;2;0;0;12
Undergraduate;31086.0;79;16.0;2.0;11.0;3.0;0.0;16.0;2;1;1;2;8;1;0;0;0;0;0;0;35;20;48.0;2;1;1;4
Undergraduate;60544.0;92;201.0;2.0;43.0;3.0;5.0;35.0;4;5;1;5;6;0;0;0;0;0;0;0;53;27;289.0;2;1;0;11
Undergraduate;20491.0;16;5.0;4.0;5.0;4.0;2.0;10.0;1;0;1;2;7;0;0;0;0;0;0;0;28;22;30.0;0;1;0;3
Undergraduate;42523.0;96;14.0;36.0;11.0;3.0;26.0;35.0;1;1;1;4;2;0;0;0;0;0;0;0;50;7;125.0;0;1;0;6
Undergraduate;39922.0;30;29.0;12.0;59.0;19.0;1.0;36.0;2;3;0;4;8;0;0;0;0;0;0;0;31;22;156.0;1;1;0;7
Undergraduate;33402.0;60;26.0;2.0;19.0;10.0;5.0;8.0;3;2;1;3;8;0;0;0;0;0;0;0;62;16;70.0;2;1;0;6
Graduate;36408.0;11;9.0;1.0;4.0;3.0;2.0;3.0;1;1;0;2;6;0;0;0;0;0;0;0;65;14;22.0;2;1;0;3
Undergraduate;21645.0;75;14.0;0.0;23.0;4.0;5.0;19.0;3;3;0;3;9;0;0;0;0;0;0;1;35;33;65.0;1;1;0;6
Graduate;78427.0;36;972.0;19.0;595.0;180.0;26.0;138.0;3;3;7;10;3;0;0;0;1;0;0;1;66;25;1930.0;0;0;1;20
Undergraduate;82657.0;71;966.0;168.0;672.0;246.0;105.0;126.0;1;7;5;10;4;0;1;0;1;0;0;0;68;14;2283.0;0;1;2;22
Undergraduate;51876.0;88;99.0;27.0;102.0;28.0;48.0;6.0;1;2;2;8;1;0;0;0;0;0;0;0;56;13;310.0;0;1;0;12
Undergraduate;78041.0;93;482.0;35.0;553.0;72.0;160.0;17.0;1;4;4;9;2;0;0;0;0;0;0;0;43;24;1319.0;0;1;0;17
Undergraduate;52852.0;93;714.0;8.0;99.0;11.0;0.0;47.0;4;10;7;5;8;1;0;0;0;0;0;0;57;35;879.0;1;1;1;22
Graduate;70038.0;54;587.0;54.0;348.0;71.0;54.0;130.0;1;4;4;8;2;0;0;0;0;0;0;0;32;13;1244.0;0;1;0;16
Undergraduate;69401.0;41;399.0;27.0;159.0;58.0;8.0;39.0;4;4;4;5;2;0;0;0;0;0;0;0;41;8;690.0;1;1;0;13
Undergraduate;46053.0;46;56.0;10.0;92.0;19.0;7.0;25.0;3;3;2;4;5;0;0;0;0;0;0;0;42;21;209.0;1;1;0;9
Undergraduate;77343.0;28;227.0;151.0;573.0;98.0;54.0;31.0;1;3;4;9;1;0;0;0;0;0;0;0;49;3;1134.0;0;1;0;16
Undergraduate;73892.0;40;703.0;102.0;601.0;0.0;58.0;43.0;1;3;11;8;1;0;0;0;0;0;0;1;61;12;1507.0;0;0;0;22
Graduate;40304.0;82;37.0;0.0;17.0;0.0;0.0;3.0;1;2;0;3;7;0;0;0;0;0;0;0;47;14;57.0;1;0;0;5
Graduate;32727.0;38;167.0;13.0;180.0;86.0;13.0;70.0;2;7;3;5;8;0;0;0;0;0;0;0;49;27;529.0;0;1;0;15
Undergraduate;68695.0;3;458.0;81.0;356.0;106.0;50.0;40.0;1;4;4;7;2;0;0;0;0;0;0;0;45;5;1091.0;0;1;0;15
Undergraduate;43300.0;87;91.0;3.0;52.0;2.0;1.0;31.0;3;4;0;4;8;0;0;0;0;0;0;1;43;26;180.0;1;0;0;8
Undergraduate;26290.0;49;15.0;8.0;16.0;11.0;5.0;22.0;4;2;0;4;6;0;0;0;0;0;0;0;42;12;77.0;2;1;0;6
Undergraduate;93790.0;16;1302.0;68.0;731.0;89.0;114.0;45.0;0;6;7;12;2;0;1;1;1;0;0;1;44;0;2349.0;0;0;3;25
Graduate;38410.0;65;153.0;64.0;123.0;116.0;64.0;14.0;2;5;2;9;6;0;0;0;0;0;0;1;40;27;534.0;0;1;0;16
Graduate;64866.0;9;508.0;5.0;21.0;7.0;5.0;10.0;4;7;3;7;5;0;1;0;0;0;0;0;64;10;556.0;1;0;1;17
Undergraduate;57957.0;24;290.0;59.0;177.0;77.0;5.0;29.0;7;4;6;8;3;0;0;0;0;0;1;0;55;15;637.0;1;1;0;18
Graduate;46015.0;25;38.0;0.0;2.0;0.0;0.0;6.0;1;1;0;3;7;1;0;0;0;1;0;0;59;7;46.0;2;1;2;4
Undergraduate;16531.0;43;2.0;13.0;6.0;7.0;5.0;11.0;3;3;0;3;7;0;0;0;0;0;0;0;36;5;44.0;1;1;0;6
Graduate;28072.0;10;30.0;0.0;10.0;2.0;0.0;5.0;1;1;0;3;7;0;0;0;0;0;0;0;28;16;47.0;1;1;0;4
Graduate;49476.0;29;386.0;23.0;95.0;54.0;41.0;196.0;4;2;11;5;2;0;0;0;0;0;0;0;51;17;795.0;1;0;0;18
Undergraduate;50725.0;45;443.0;10.0;75.0;0.0;10.0;48.0;4;8;1;8;8;0;0;0;0;0;0;0;61;22;586.0;1;1;0;17
Undergraduate;83844.0;57;901.0;31.0;345.0;75.0;31.0;191.0;1;4;4;11;1;0;0;1;0;0;0;0;62;12;1574.0;0;1;1;19
Graduate;41145.0;20;9.0;0.0;3.0;0.0;0.0;1.0;1;0;0;3;3;0;0;0;0;0;0;0;64;4;13.0;2;1;0;3
Undergraduate;67419.0;29;846.0;84.0;352.0;91.0;56.0;42.0;4;9;4;8;5;0;0;0;0;0;0;0;44;22;1471.0;1;1;0;21
Undergraduate;23162.0;82;8.0;3.0;9.0;19.0;4.0;22.0;3;1;1;3;6;0;0;0;0;0;0;0;44;11;65.0;2;1;0;5
Undergraduate;34380.0;68;72.0;7.0;58.0;13.0;1.0;24.0;4;4;1;3;8;0;0;0;0;0;0;0;37;22;175.0;1;1;0;8
Undergraduate;34704.0;65;29.0;0.0;5.0;0.0;1.0;5.0;1;1;0;3;5;0;0;0;0;0;0;0;48;19;40.0;1;0;0;4
Graduate;94871.0;99;169.0;24.0;553.0;188.0;0.0;144.0;1;8;5;4;7;0;1;1;0;0;0;1;45;35;1078.0;2;1;2;17
Undergraduate;65148.0;9;460.0;35.0;422.0;33.0;12.0;153.0;2;6;6;7;4;0;0;0;0;0;0;0;56;25;1115.0;1;1;0;19
Undergraduate;39898.0;20;69.0;8.0;26.0;12.0;7.0;12.0;2;3;0;4;7;0;0;0;0;0;0;0;60;12;134.0;1;1;0;7
Graduate;64857.0;78;556.0;14.0;717.0;210.0;0.0;43.0;1;7;5;10;4;0;0;0;0;0;0;0;58;24;1540.0;0;0;0;22
Graduate;59892.0;26;73.0;0.0;13.0;0.0;1.0;0.0;1;2;1;3;3;0;0;0;0;0;0;0;44;22;87.0;1;1;0;6
Graduate;41020.0;68;112.0;1.0;54.0;7.0;7.0;36.0;1;3;2;4;3;0;0;0;0;0;0;0;27;13;217.0;0;0;0;9
Graduate;57072.0;79;944.0;0.0;60.0;0.0;0.0;30.0;2;7;5;13;5;1;0;0;0;0;0;0;53;10;1034.0;1;1;1;25
Undergraduate;60474.0;25;265.0;199.0;303.0;234.0;9.0;170.0;7;10;2;12;7;0;0;0;0;0;0;0;35;23;1180.0;1;0;0;24
Undergraduate;62807.0;83;526.0;28.0;135.0;10.0;21.0;99.0;3;5;3;12;5;0;0;0;0;0;0;0;54;27;819.0;1;1;0;20
Undergraduate;19414.0;32;2.0;3.0;12.0;3.0;5.0;7.0;1;1;0;3;8;0;0;0;0;0;0;0;33;13;32.0;1;1;0;4
Undergraduate;19107.0;49;2.0;4.0;9.0;10.0;5.0;16.0;2;1;0;3;7;0;0;0;0;0;0;0;34;15;46.0;1;1;0;4
Undergraduate;75484.0;50;378.0;97.0;259.0;197.0;194.0;34.0;2;7;3;6;4;0;0;0;0;0;0;0;38;34;1159.0;1;1;0;16
Graduate;70379.0;84;553.0;25.0;142.0;65.0;67.0;8.0;3;6;3;13;4;0;0;0;0;0;0;0;38;21;860.0;1;0;0;22
Graduate;79419.0;96;751.0;127.0;687.0;20.0;15.0;31.0;1;4;6;4;2;0;0;0;0;0;0;0;44;5;1631.0;0;1;0;14
Graduate;64014.0;56;406.0;0.0;30.0;0.0;0.0;8.0;7;8;2;5;7;0;0;0;1;0;0;0;68;2;444.0;3;1;1;15
Undergraduate;76998.0;85;1449.0;89.0;161.0;69.0;35.0;107.0;2;11;8;8;6;0;0;1;0;0;0;0;59;13;1910.0;1;1;1;27
Graduate;49854.0;63;123.0;17.0;171.0;39.0;0.0;30.0;5;6;2;5;6;0;0;0;0;0;0;0;42;14;380.0;1;1;0;13
Graduate;60585.0;17;267.0;42.0;309.0;55.0;42.0;21.0;10;7;4;9;5;0;0;0;0;0;0;1;43;17;736.0;2;1;0;20
Graduate;42873.0;11;209.0;0.0;40.0;3.0;2.0;15.0;4;6;1;4;8;0;0;0;0;0;0;0;64;22;269.0;2;0;0;11
Undergraduate;87679.0;62;1259.0;172.0;815.0;97.0;148.0;33.0;1;7;11;10;4;1;0;1;1;0;0;1;26;16;2524.0;0;1;3;28
Undergraduate;57867.0;48;344.0;35.0;178.0;15.0;23.0;17.0;7;7;2;9;6;0;0;0;0;0;0;0;36;23;612.0;1;1;0;18
Undergraduate;35765.0;86;22.0;3.0;30.0;0.0;5.0;15.0;2;2;0;4;6;0;0;0;0;0;0;0;24;12;75.0;1;1;0;6
Undergraduate;65492.0;73;247.0;161.0;295.0;210.0;85.0;47.0;2;4;7;13;2;0;0;0;0;0;0;0;55;10;1045.0;0;1;0;24
Undergraduate;32952.0;36;38.0;0.0;12.0;3.0;1.0;1.0;1;2;0;3;7;0;0;0;0;0;0;0;37;23;55.0;1;0;0;5
Graduate;53374.0;34;896.0;10.0;101.0;13.0;10.0;34.0;6;4;2;9;9;1;0;0;0;0;0;1;45;28;1064.0;1;1;1;15
Undergraduate;71706.0;16;931.0;56.0;253.0;91.0;98.0;14.0;4;9;5;7;5;0;0;0;0;0;0;0;55;25;1443.0;1;1;0;21
Undergraduate;68487.0;48;758.0;12.0;385.0;33.0;89.0;89.0;1;9;7;13;4;0;0;0;0;0;0;0;26;23;1366.0;0;1;0;29
Graduate;53253.0;61;216.0;9.0;57.0;20.0;9.0;125.0;7;4;3;5;5;0;0;0;0;0;0;0;39;13;436.0;2;1;0;12
Undergraduate;31163.0;54;2.0;3.0;10.0;11.0;2.0;10.0;1;1;0;3;6;0;0;0;0;0;0;0;41;9;38.0;1;0;0;4
Undergraduate;42014.0;56;244.0;15.0;108.0;4.0;15.0;50.0;6;7;1;6;8;0;0;0;0;0;0;1;37;28;436.0;1;1;0;14
Graduate;54108.0;74;539.0;6.0;91.0;8.0;6.0;97.0;13;8;2;9;8;0;0;0;0;0;0;0;41;31;747.0;2;1;0;19
Graduate;49667.0;35;1181.0;26.0;120.0;17.0;13.0;39.0;2;5;10;5;8;1;0;0;0;0;0;1;59;27;1396.0;0;0;1;20
Graduate;63206.0;65;750.0;8.0;125.0;11.0;8.0;26.0;1;4;3;6;2;0;0;1;0;0;0;0;40;8;928.0;0;1;1;13
Graduate;57136.0;48;306.0;5.0;109.0;21.0;109.0;92.0;9;5;2;10;6;0;0;0;0;0;0;0;42;15;642.0;2;1;0;17
Undergraduate;46772.0;88;350.0;104.0;189.0;197.0;151.0;57.0;6;11;8;5;8;1;0;0;0;0;0;0;39;29;1048.0;1;1;1;24
Graduate;78931.0;19;331.0;197.0;170.0;58.0;152.0;35.0;1;2;8;13;1;0;0;0;0;0;0;0;43;13;943.0;0;1;0;23
Undergraduate;53977.0;21;620.0;16.0;165.0;0.0;24.0;82.0;5;5;5;12;5;0;0;0;0;0;0;0;56;16;907.0;1;1;0;22
Undergraduate;84219.0;27;434.0;137.0;400.0;45.0;137.0;45.0;1;3;4;10;1;0;0;0;0;0;0;0;26;10;1198.0;0;1;0;17
Graduate;46098.0;86;57.0;0.0;27.0;0.0;0.0;36.0;4;3;2;2;8;0;0;0;0;0;0;0;39;28;120.0;2;0;0;7
Undergraduate;73538.0;92;811.0;76.0;428.0;99.0;137.0;107.0;3;10;4;9;7;0;0;0;0;0;0;0;49;24;1658.0;1;1;0;23
Undergraduate;79529.0;1;423.0;42.0;706.0;73.0;197.0;197.0;1;4;8;9;2;0;0;0;0;0;0;0;28;7;1638.0;0;1;0;21
Undergraduate;20981.0;14;2.0;12.0;10.0;6.0;13.0;30.0;1;3;1;2;8;0;0;0;0;0;0;1;37;19;73.0;0;1;0;6
Undergraduate;51766.0;74;60.0;51.0;87.0;6.0;20.0;51.0;2;4;2;4;5;0;0;0;0;0;0;0;34;1;275.0;1;0;0;10
Undergraduate;55759.0;84;675.0;0.0;85.0;10.0;7.0;77.0;5;10;3;8;8;0;0;0;0;0;0;0;52;24;854.0;1;1;0;21
Undergraduate;33039.0;4;30.0;8.0;12.0;8.0;8.0;12.0;1;2;0;4;5;0;0;0;0;0;0;0;36;15;78.0;1;1;0;6
Graduate;37787.0;50;40.0;1.0;40.0;4.0;3.0;18.0;1;3;0;3;8;0;0;0;0;0;0;0;42;14;106.0;1;1;0;6
Undergraduate;27242.0;2;3.0;17.0;26.0;20.0;1.0;39.0;2;2;0;3;9;0;0;0;0;0;0;1;44;25;106.0;1;0;0;5
Graduate;87188.0;73;910.0;111.0;724.0;49.0;74.0;55.0;1;10;2;6;3;0;0;0;0;0;0;1;31;21;1923.0;0;0;0;18
Undergraduate;69930.0;21;252.0;98.0;827.0;219.0;70.0;196.0;1;4;5;12;3;0;0;0;0;0;0;0;43;18;1662.0;0;1;0;21
Undergraduate;37697.0;82;34.0;6.0;21.0;11.0;4.0;8.0;1;2;1;3;6;0;0;0;0;0;0;0;38;5;84.0;1;0;0;6
Graduate;37401.0;14;19.0;3.0;19.0;3.0;1.0;3.0;2;2;0;3;7;0;0;0;0;0;0;0;41;6;48.0;1;1;0;5
Undergraduate;3502.0;56;2.0;1.0;1.0;0.0;0.0;1.0;0;0;0;0;14;0;0;0;0;0;0;0;41;20;5.0;1;0;0;0
Undergraduate;58597.0;20;490.0;0.0;184.0;10.0;28.0;21.0;12;7;4;9;7;0;0;0;0;0;0;0;38;24;733.0;2;1;0;20
Graduate;82032.0;54;332.0;194.0;377.0;149.0;125.0;57.0;0;4;6;7;1;0;0;0;0;0;0;0;66;7;1234.0;0;0;0;17
Undergraduate;28087.0;77;53.0;8.0;17.0;13.0;0.0;21.0;3;2;2;2;7;0;0;0;0;0;0;0;56;25;112.0;2;1;0;6
Graduate;74004.0;5;784.0;48.0;560.0;42.0;176.0;48.0;1;4;6;4;3;0;0;1;1;0;0;1;27;9;1658.0;0;0;2;14
Undergraduate;19740.0;65;7.0;11.0;3.0;10.0;4.0;20.0;2;1;1;3;5;0;0;0;0;0;0;0;54;20;55.0;1;1;0;5
Undergraduate;57036.0;33;1171.0;43.0;219.0;19.0;14.0;47.0;4;6;3;13;9;1;0;0;0;0;0;0;39;25;1513.0;1;1;1;22
Undergraduate;53083.0;65;215.0;7.0;33.0;3.0;0.0;13.0;6;5;1;5;7;0;1;0;0;0;0;0;56;19;271.0;2;1;1;11
Graduate;69283.0;41;674.0;62.0;134.0;0.0;26.0;8.0;4;7;3;13;5;0;0;0;0;0;0;0;39;5;904.0;1;1;0;23
Graduate;46098.0;86;57.0;0.0;27.0;0.0;0.0;36.0;4;3;2;2;8;0;0;0;0;0;0;1;39;28;120.0;2;0;0;7
Undergraduate;23331.0;92;5.0;36.0;7.0;0.0;10.0;45.0;2;3;0;3;8;0;0;0;0;0;0;0;26;32;103.0;1;1;0;6
Undergraduate;23331.0;97;104.0;20.0;101.0;24.0;15.0;5.0;6;5;1;5;9;0;0;0;0;0;0;0;26;31;269.0;1;0;0;11
Undergraduate;9255.0;91;9.0;0.0;7.0;2.0;0.0;4.0;1;1;1;2;8;0;0;0;0;0;0;0;25;11;22.0;1;0;0;4
Graduate;67786.0;0;431.0;82.0;441.0;80.0;20.0;102.0;1;3;6;6;1;0;0;0;0;0;0;1;55;17;1156.0;0;0;0;15
Graduate;71969.0;59;1000.0;0.0;76.0;0.0;0.0;10.0;3;3;4;9;8;0;1;0;0;0;0;0;43;26;1086.0;1;1;1;16
